index,Debtor Name,Industry Division,Industry Group,Cause,Date Filed,Disposition,363sale,Duration,Inc. State,District Filed,City Filed,Forum Shopping,Filing Party,Plan Type,Employees,Business Survival,Refiled,Headquarters City,Date Disposed,Asset Size,Employee Size,Annual Sales,Assets (millions),Chapter at Filing,Debtor's Attorney
564,"Indalex Holdings Finance, Inc.",D: Manufacturing,33 Primary Metal Industries,Not tort,2009-03-20,converted,363 sale,224.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,2700.0,company did not emerge,not emerged 5 years,IL Chicago,2009-10-30,c $500 million but less than $1billion,"c 1,000 but less than 10,000",1353601452.0,538.0,Chapter 11,Young Conaway
565,"IndyMac Bancorp, Inc","H: Finance, Insurance, And Real Estate",60 Depository Institutions,Not tort,2008-07-31,Chapter 7 at filing,Chapter 7 at filing,,DE,CA CD,Los Angeles,Filed at headquarters,debtors,not applicable,9907.0,company did not emerge,not emerged 5 years,CA Los Angeles,,a $10 billion and over,"c 1,000 but less than 10,000",671312536.0,38756.0,Chapter 7,Alston Bird
566,"InPhonic, Inc.","E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2007-11-08,confirmed,363 sale,349.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,551.0,Company emerged,"emerged 5 years, did not refile",DC Washington,2008-10-22,d Less than $500 million,"d 200 but less than 1,000",457965833.0,328.0,Chapter 11,Bayard Firm
567,InSight Health Services Holdings Corp,I: Services,80 Health Services,Not tort,2007-05-29,confirmed,no 363 sale,42.0,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,2338.0,Company emerged,"emerged 5 years, refiled",CA Santa Ana,2007-07-10,c $500 million but less than $1billion,"c 1,000 but less than 10,000",383755004.0,511.0,Chapter 11,Kaye Scholer
568,Insilco Corp.,D: Manufacturing,"27 Printing, Publishing, And Allied Industries",Not tort,1991-01-13,confirmed,no 363 sale,681.0,DE,TX WD,Midland,Filed at headquarters,debtors,free fall,7300.0,Company emerged,"emerged 5 years, did not refile",TX Midland,1992-11-24,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1058596525.0,2139.0,Chapter 11,Baker Botts
569,"Integrated Electrical Services, Inc.",C: Construction,17 Construction Special Trade Contractors,Not tort,2006-02-14,confirmed,no 363 sale,72.0,DE,TX ND,Dallas,Forum Shop,debtors,prenegotiated,8900.0,Company emerged,"emerged 5 years, did not refile",TX Houston,2006-04-27,c $500 million but less than $1billion,"c 1,000 but less than 10,000",1875625164.0,546.0,Chapter 11,Vinson Elkins
570,"Integrated Health Services, Inc.",I: Services,83 Social Services,Not tort,2000-02-02,confirmed,no 363 sale,1195.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,73200.0,company did not emerge,not emerged 5 years,MD Baltimore,2003-05-12,b $1 billion but less than $10 billion,"a 30,000 and over",3925976724.0,5184.0,Chapter 11,Kaye Scholer
571,Integrated Resources Inc.,"H: Finance, Insurance, And Real Estate",67 Holding And Other Investment Offices,Not tort,1990-02-13,confirmed,no 363 sale,1637.0,DE,NY SD,New York,Filed at headquarters,debtors,free fall,2980.0,company did not emerge,not emerged 5 years,NY New York,1994-08-08,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",753148361.0,3301.0,Chapter 11,Willkie Farr
572,"Integrity Bancshares, Inc.","H: Finance, Insurance, And Real Estate",60 Depository Institutions,Not tort,2008-10-10,Chapter 7 at filing,Chapter 7 at filing,,GA,GA ND,Atlanta,Filed at headquarters,debtors,not applicable,81.0,company did not emerge,not emerged 5 years,GA Atlanta,,b $1 billion but less than $10 billion,e Less than 200,95765683.0,1353.0,Chapter 7,Powell Goldstein
573,Intelsat S.A.,"E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2020-05-13,pending,case pending,,Luxembourg,VA ED,Richmond,Forum Shop,debtors,free fall,1195.0,case pending,not emerged 5 years,Outside United States,,a $10 billion and over,"c 1,000 but less than 10,000",2094269111.0,11992.0,Chapter 11,Kirkland Ellis
574,Interco Inc.,D: Manufacturing,25 Furniture And Fixtures,Not tort,1991-01-24,confirmed,no 363 sale,519.0,DE,MO ED,St. Louis,Filed at headquarters,debtors,free fall,28800.0,Company emerged,"emerged 5 years, did not refile",MO St. Louis,1992-06-26,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",3204795850.0,2222.0,Chapter 11,Bryan Cave
575,Intermark Inc.,"H: Finance, Insurance, And Real Estate",67 Holding And Other Investment Offices,Not tort,1992-10-19,confirmed,no 363 sale,228.0,DE,CA SD,San Diego,Filed at headquarters,debtors,prenegotiated,1196.0,Company emerged,"emerged 5 years, did not refile",CA San Diego,1993-06-04,c $500 million but less than $1billion,"c 1,000 but less than 10,000",541681216.0,597.0,Chapter 11,Latham Watkins
576,Intermet Corp.,D: Manufacturing,33 Primary Metal Industries,Not tort,2004-09-29,confirmed,no 363 sale,365.0,GA,MI ED,Detroit,Filed at headquarters,debtors,free fall,5652.0,Company emerged,"emerged 5 years, refiled",MI Detroit,2005-09-29,c $500 million but less than $1billion,"c 1,000 but less than 10,000",1002896225.0,942.0,Chapter 11,Foley Lardner
577,Internap Corporation,I: Services,73 Business Services,Not tort,2020-03-16,confirmed,no 363 sale,50.0,DE,NY SD,White Plains,Forum Shop,debtors,prepackaged,640.0,Company emerged,not emerged 5 years,VA Alexandria,2020-05-05,c $500 million but less than $1billion,"d 200 but less than 1,000",320273579.0,752.0,Chapter 11,Milbank
578,International American Homes Inc.,C: Construction,15 Building Construction General Contractors And Operative Builders,Not tort,1990-04-16,confirmed,no 363 sale,849.0,DE,NJ,Newark,Filed at headquarters,debtors,free fall,193.0,Company emerged,"emerged 5 years, did not refile",NJ Newark,1992-08-12,d Less than $500 million,e Less than 200,321112509.0,322.0,Chapter 11,Ravin Sarasohn
579,"International Fibercom, Inc.",I: Services,73 Business Services,Not tort,2002-02-13,converted,363 sale,558.0,AZ,AZ,Phoenix,Filed at headquarters,debtors,free fall,2338.0,Company emerged,"emerged 5 years, refiled",AZ Phoenix,2003-08-25,d Less than $500 million,"c 1,000 but less than 10,000",462934668.0,400.0,Chapter 11,Bryan Cave
580,International Shipholding Corporation,"E: Transportation, Communications, Electric, Gas",44 Water Transportation,Not tort,2016-08-01,confirmed,no 363 sale,213.0,DE,NY SD,New York,Forum Shop,debtors,free fall,458.0,Company emerged,not emerged 5 years,AL Mobile,2017-03-02,d Less than $500 million,"d 200 but less than 1,000",280616613.0,375.0,Chapter 11,Akin Gump
581,International Wire Group Inc.,D: Manufacturing,33 Primary Metal Industries,Not tort,2004-03-24,confirmed,no 363 sale,154.0,DE,NY SD,New York,Forum Shop,debtors,prenegotiated,2200.0,Company emerged,"emerged 5 years, did not refile",MO St. Louis,2004-08-25,c $500 million but less than $1billion,"c 1,000 but less than 10,000",560144194.0,505.0,Chapter 11,Weil Gotshal
582,Interstate Bakeries Corporation,D: Manufacturing,20 Food and Kindred Products,Not tort,2004-09-22,confirmed,no 363 sale,1535.0,DE,MO WD,"Kansas City, MO",Filed at headquarters,debtors,free fall,35000.0,Company emerged,"emerged 5 years, refiled",MO Kansas City,2008-12-05,b $1 billion but less than $10 billion,"a 30,000 and over",4756238780.0,2296.0,Chapter 11,Skadden Arps
583,"ION Media Networks, Inc.","E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2009-05-19,confirmed,no 363 sale,198.0,DE,NY SD,New York,Forum Shop,debtors,prenegotiated,453.0,Company emerged,"emerged 5 years, did not refile",FL West Palm Beach,2009-12-03,b $1 billion but less than $10 billion,"d 200 but less than 1,000",278735188.0,1287.0,Chapter 11,Kirkland Ellis
584,"iPCS, Inc.","E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2003-02-23,confirmed,no 363 sale,501.0,DE,GA ND,Atlanta,Filed at headquarters,debtors,free fall,227.0,Company emerged,"emerged 5 years, did not refile",GA Atlanta,2004-07-08,d Less than $500 million,"d 200 but less than 1,000",146525516.0,468.0,Chapter 11,Cifelli Stokes
585,Iridium LLC (six omitted),"E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,1999-08-13,confirmed dismissed,363 sale,3730.0,DE,NY SD,New York,Forum Shop,creditors,free fall,536.0,Company emerged,"emerged 5 years, did not refile",DC Washington,2009-10-29,b $1 billion but less than $10 billion,"d 200 but less than 1,000",289935.0,5828.0,Chapter 11,Weil Gotshal
586,Irwin Financial Corporation,"H: Finance, Insurance, And Real Estate",60 Depository Institutions,Not tort,2009-09-18,Chapter 7 at filing,Chapter 7 at filing,,IN,IN SD,Indianapolis,Filed at headquarters,debtors,not applicable,853.0,company did not emerge,not emerged 5 years,IN Indianapolis,,b $1 billion but less than $10 billion,"d 200 but less than 1,000",506307191.0,5926.0,Chapter 7,Barnes Thornburg
587,"IT Group, Inc.","E: Transportation, Communications, Electric, Gas","49 Electric, Gas, And Sanitary Services",Not tort,2002-01-16,confirmed,363 sale,810.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,7500.0,company did not emerge,not emerged 5 years,PA Pittsburgh,2004-04-05,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",2128209362.0,1946.0,Chapter 11,Skadden Arps
588,"ITC DeltaCom, Inc.","E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2002-06-25,confirmed,no 363 sale,114.0,DE,DE,Wilmington,Forum Shop,debtors,prenegotiated,1900.0,Company emerged,"emerged 5 years, did not refile",GA Columbus,2002-10-17,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",601361927.0,1272.0,Chapter 11,Latham Watkins
589,Itel Corporation,F: Wholesale Trade,50 Wholesale Trade-durable Goods,Not tort,1981-01-19,confirmed,no 363 sale,792.0,DE,CA ND,San Francisco,Filed at headquarters,debtors,free fall,1400.0,Company emerged,"emerged 5 years, did not refile",CA San Francisco,1983-03-22,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",619748483.0,4220.0,Chapter 11,Stutman Treister
590,"Ithaca Industries, Inc.",D: Manufacturing,22 Textile Mill Products,Not tort,1996-10-08,confirmed,no 363 sale,45.0,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,9000.0,Company emerged,"emerged 5 years, refiled",NC Charlotte,1996-11-22,d Less than $500 million,"c 1,000 but less than 10,000",656234872.0,343.0,Chapter 11,Proskauer Rose
591,"ITT Educational Services, Inc.",I: Services,82 Educational Services,Not tort,2016-09-16,Chapter 7 at filing,Chapter 7 at filing,,DE,IN SD,Indianapolis,Filed at headquarters,debtors,not applicable,8400.0,company did not emerge,not emerged 5 years,IN Indianapolis,,c $500 million but less than $1billion,"c 1,000 but less than 10,000",916867876.0,716.0,Chapter 7,Faegre Baker
592,"IWO Holdings, Inc.","E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2005-01-04,confirmed,no 363 sale,36.0,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,190.0,Company emerged,"emerged 5 years, did not refile",LA Lake Charles,2005-02-09,d Less than $500 million,e Less than 200,255765799.0,323.0,Chapter 11,Weil Gotshal
593,"J. C. Penney Company, Inc.",G: Retail Trade,53 General Merchandise Stores,Not tort,2020-05-15,confirmed,363 sale,215.0,DE,TX SD,Corpus Christi,Forum Shop,debtors,prenegotiated,90000.0,Company emerged,not emerged 5 years,TX Plano,2020-12-16,b $1 billion but less than $10 billion,"a 30,000 and over",11344700570.0,8116.0,Chapter 11,Kirkland Ellis
594,"J. Crew Group, Inc.",G: Retail Trade,56 Apparel And Accessory Stores,Not tort,2020-05-04,confirmed,no 363 sale,114.0,DE,VA ED,Richmond,Forum Shop,debtors,prenegotiated,12400.0,Company emerged,not emerged 5 years,NY New York,2020-08-26,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",2523521819.0,1241.0,Chapter 11,Weil Gotshal
595,J.G. Wentworth Company,"H: Finance, Insurance, And Real Estate",61 Non-depository Credit Institutions,Not tort,2017-12-12,confirmed,no 363 sale,36.0,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,600.0,Company emerged,not emerged 5 years,PA Philadelphia,2018-01-17,b $1 billion but less than $10 billion,"d 200 but less than 1,000",343044144.0,5275.0,Chapter 11,Simpson Thacher
596,Jackson Hewitt Tax Service Inc.,I: Services,72 Personal Services,Not tort,2011-05-24,confirmed,no 363 sale,77.0,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,6005.0,Company emerged,"emerged 5 years, did not refile",NJ Newark,2011-08-09,d Less than $500 million,"c 1,000 but less than 10,000",246408469.0,399.0,Chapter 11,Skadden Arps
597,"Jacobson Stores, Inc.",G: Retail Trade,53 General Merchandise Stores,Not tort,2002-01-15,confirmed,no 363 sale,780.0,MI,MI ED,Detroit,Filed at headquarters,debtors,free fall,4800.0,company did not emerge,not emerged 5 years,MI Detroit,2004-03-05,d Less than $500 million,"c 1,000 but less than 10,000",676730866.0,393.0,Chapter 11,Honigman Miller
598,James River Coal Company,B: Mining,12 Coal Mining,Not tort,2014-04-07,confirmed,363 sale,714.0,VA,VA ED,Richmond,Filed at headquarters,debtors,free fall,2124.0,company did not emerge,not emerged 5 years,VA Richmond,2016-03-21,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1208154293.0,1323.0,Chapter 11,Davis Polk
599,Jamesway Corporation (1993),G: Retail Trade,53 General Merchandise Stores,Not tort,1993-07-19,confirmed,no 363 sale,511.0,NY,NY SD,New York,Forum Shop,debtors,free fall,7400.0,Company emerged,"emerged 5 years, refiled",NJ Newark,1994-12-12,c $500 million but less than $1billion,"c 1,000 but less than 10,000",1544154449.0,514.0,Chapter 11,Weil Gotshal
600,"Jason Industries, Inc.",D: Manufacturing,39 Miscellaneous Manufacturing Industries,Not tort,2020-06-24,confirmed,no 363 sale,63.0,DE,NY SD,White Plains,Forum Shop,debtors,prepackaged,1940.0,Company emerged,not emerged 5 years,WI Milwaukee,2020-08-26,d Less than $500 million,"c 1,000 but less than 10,000",341405770.0,391.0,Chapter 11,Kirkland Ellis
601,Jayhawk Acceptance Corp.,"H: Finance, Insurance, And Real Estate",61 Non-depository Credit Institutions,Not tort,1997-02-07,confirmed,no 363 sale,244.0,TX,TX ND,Dallas,Filed at headquarters,debtors,free fall,350.0,Company emerged,"emerged 5 years, did not refile",TX Dallas,1997-10-09,c $500 million but less than $1billion,"d 200 but less than 1,000",87421994.0,526.0,Chapter 11,Baker McKenzie
602,JCC Holding Co.,I: Services,79 Amusement And Recreation Services,Not tort,2001-01-04,confirmed,no 363 sale,74.0,DE,LA ED,New Orleans,Filed at headquarters,debtors,free fall,2820.0,Company emerged,"emerged 5 years, did not refile",LA New Orleans,2001-03-19,d Less than $500 million,"c 1,000 but less than 10,000",388412700.0,329.0,Chapter 11,Heller Draper
603,Jesup Group Inc.,D: Manufacturing,28 Chemicals and Allied Products,Environmental,1991-10-17,confirmed,no 363 sale,307.0,DE,IN ND,South Bend,Forum Shop,debtors,free fall,2181.0,Company emerged,"emerged 5 years, did not refile",FL Tampa,1992-08-19,c $500 million but less than $1billion,"c 1,000 but less than 10,000",552325855.0,507.0,Chapter 11,Weil Gotshal
604,"Jones Energy, Inc.",B: Mining,13 Oil And Gas Extraction,Not tort,2019-04-14,confirmed,no 363 sale,22.0,DE,TX SD,Houston,Forum Shop,debtors,prepackaged,83.0,Company emerged,not emerged 5 years,TX Austin,2019-05-06,d Less than $500 million,e Less than 200,240913070.0,413.0,Chapter 11,Kirkland Ellis
605,Journal Register Company,D: Manufacturing,"27 Printing, Publishing, And Allied Industries",Not tort,2009-02-21,confirmed,no 363 sale,136.0,DE,NY SD,New York,Forum Shop,debtors,prenegotiated,4500.0,Company emerged,"emerged 5 years, refiled",PA Philadelphia,2009-07-07,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",568593138.0,1144.0,Chapter 11,Willkie Farr
606,JPS Textile Group Inc. (1991),D: Manufacturing,22 Textile Mill Products,Not tort,1991-02-07,confirmed,no 363 sale,42.0,DE,NY SD,New York,Forum Shop,debtors,prepackaged,8800.0,Company emerged,"emerged 5 years, did not refile",SC Columbia,1991-03-21,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1587718494.0,1159.0,Chapter 11,Weil Gotshal
607,"JPS Textile Group, Inc. (1997)",D: Manufacturing,22 Textile Mill Products,Not tort,1997-08-01,confirmed,no 363 sale,39.0,DE,NY SD,New York,Forum Shop,debtors,prepackaged,4000.0,Company emerged,"emerged 5 years, did not refile",SC Columbia,1997-09-09,c $500 million but less than $1billion,"c 1,000 but less than 10,000",727033474.0,544.0,Chapter 11,Weil Gotshal
608,"JumboSports, Inc.",G: Retail Trade,59 Miscellaneous Retail,Not tort,1998-12-27,confirmed,no 363 sale,600.0,FL,FL MD,Tampa,Filed at headquarters,debtors,free fall,3500.0,company did not emerge,not emerged 5 years,FL Tampa,2000-08-18,c $500 million but less than $1billion,"c 1,000 but less than 10,000",840118441.0,742.0,Chapter 11,Stichter Riedel
609,"Just For Feet, Inc.",G: Retail Trade,56 Apparel And Accessory Stores,Not tort,1999-11-04,converted,363 sale,138.0,DE,DE,Wilmington,Forum Shop,debtors,prenegotiated,15000.0,company did not emerge,not emerged 5 years,AL Birmingham,2000-03-21,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",1199237463.0,1067.0,Chapter 11,Weil Gotshal
610,JWP Inc.,C: Construction,17 Construction Special Trade Contractors,Not tort,1993-12-21,confirmed,no 363 sale,283.0,DE,NY SD,New York,Forum Shop,creditors,free fall,14000.0,Company emerged,"emerged 5 years, did not refile",NY White Plains,1994-09-30,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",4295814743.0,1621.0,Chapter 11,Stroock Stroock
611,Kaiser Aluminum Corp.,D: Manufacturing,33 Primary Metal Industries,Asbestos,2002-02-12,confirmed,no 363 sale,1455.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,6500.0,Company emerged,"emerged 5 years, did not refile",TX Houston,2006-02-06,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",2538376264.0,4019.0,Chapter 11,Jones Day
612,"Kaiser Group International, Inc.","E: Transportation, Communications, Electric, Gas","49 Electric, Gas, And Sanitary Services",Not tort,2000-06-09,confirmed,no 363 sale,179.0,DE,DE,Wilmington,Forum Shop,debtors,prenegotiated,3388.0,Company emerged,"emerged 5 years, did not refile",VA Alexandria,2000-12-05,d Less than $500 million,"c 1,000 but less than 10,000",1314860363.0,383.0,Chapter 11,Squire Sanders
613,Kaiser Steel Corp.,D: Manufacturing,33 Primary Metal Industries,Pension,1987-02-11,confirmed,no 363 sale,590.0,DE,CO,Denver,Filed at headquarters,debtors,free fall,984.0,Company emerged,"emerged 5 years, did not refile",CO Denver,1988-09-23,b $1 billion but less than $10 billion,"d 200 but less than 1,000",389574344.0,1450.0,Chapter 11,Sherman Howard
614,"Kash N Karry Food Stores, Inc.",G: Retail Trade,54 Food Stores,Not tort,1994-11-09,confirmed,no 363 sale,33.0,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,8400.0,Company emerged,"emerged 5 years, did not refile",FL Tampa,1994-12-12,c $500 million but less than $1billion,"c 1,000 but less than 10,000",1853358639.0,678.0,Chapter 11,Kramer Levin
615,"Kasper A.S.L., Ltd.",D: Manufacturing,23 Apparel And Other Finished Products Made From Fabrics And Similar Materi,Not tort,2002-02-05,confirmed,no 363 sale,652.0,DE,NY SD,New York,Forum Shop,debtors,prenegotiated,1170.0,company did not emerge,not emerged 5 years,NJ Newark,2003-11-19,d Less than $500 million,"c 1,000 but less than 10,000",539982526.0,379.0,Chapter 11,Weil Gotshal
616,"KCS Energy, Inc.",F: Wholesale Trade,51 Wholesale Trade-non-durable Goods,Not tort,2000-01-05,confirmed,no 363 sale,391.0,DE,DE,Wilmington,Forum Shop,debtors,prenegotiated,178.0,Company emerged,"emerged 5 years, did not refile",TX Houston,2001-01-30,d Less than $500 million,e Less than 200,210618227.0,440.0,Chapter 11,Weil Gotshal
617,KDT Industries Inc.,G: Retail Trade,53 General Merchandise Stores,Not tort,1982-08-05,confirmed,no 363 sale,601.0,DE,NY SD,New York,Forum Shop,debtors,free fall,8000.0,company did not emerge,not emerged 5 years,MA Boston,1984-03-28,c $500 million but less than $1billion,"c 1,000 but less than 10,000",1976645740.0,639.0,Chapter 11,Levin Weintraub
618,"Kellstrom Industries, Inc.",D: Manufacturing,37 Transportation Equipment,Not tort,2002-02-20,confirmed,363 sale,531.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,591.0,Company emerged,"emerged 5 years, did not refile",FL Fort Lauderdale,2003-08-05,c $500 million but less than $1billion,"d 200 but less than 1,000",518604027.0,839.0,Chapter 11,Saul Ewing
619,"Kenetech Corp. (Kenetech Windpower, Inc. only)","E: Transportation, Communications, Electric, Gas","49 Electric, Gas, And Sanitary Services",Not tort,1996-05-29,confirmed,no 363 sale,973.0,DE,CA ND,Oakland,Forum Shop,debtors,free fall,728.0,company did not emerge,not emerged 5 years,CA San Francisco,1999-01-27,c $500 million but less than $1billion,"d 200 but less than 1,000",544881336.0,667.0,Chapter 11,Stutman Treister
620,"Kevco, Inc.",D: Manufacturing,"34 Fabricated Metal Products, Except Machinery and Transportation Equipment",Not tort,2001-02-05,confirmed,no 363 sale,654.0,TX,TX ND,Fort Worth,Filed at headquarters,debtors,free fall,2238.0,company did not emerge,not emerged 5 years,TX Fort Worth,2002-11-21,d Less than $500 million,"c 1,000 but less than 10,000",1244585666.0,433.0,Chapter 11,Haynes Boone
621,"Key Energy Services, Inc.",B: Mining,13 Oil And Gas Extraction,Not tort,2016-10-24,confirmed,no 363 sale,43.0,MD,DE,Wilmington,Forum Shop,debtors,prepackaged,4300.0,Company emerged,not emerged 5 years,TX Houston,2016-12-06,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",853767328.0,1431.0,Chapter 11,Sidley Austin
622,Key Plastics L.L.C.,D: Manufacturing,37 Transportation Equipment,Not tort,2000-03-23,confirmed,no 363 sale,374.0,MI,MI ED,Detroit,Filed at headquarters,debtors,free fall,5000.0,Company emerged,"emerged 5 years, did not refile",MI Detroit,2001-04-01,c $500 million but less than $1billion,"c 1,000 but less than 10,000",565983224.0,590.0,Chapter 11,Holland Knight
623,"Kimball Hill, Inc.",C: Construction,15 Building Construction General Contractors And Operative Builders,Not tort,2008-04-23,confirmed,no 363 sale,323.0,IL,IL ND,Chicago,Filed at headquarters,debtors,free fall,748.0,company did not emerge,not emerged 5 years,IL Chicago,2009-03-12,b $1 billion but less than $10 billion,"d 200 but less than 1,000",1090019120.0,1074.0,Chapter 11,Kirkland Ellis
624,Kinder Care Learning Centers Inc.,I: Services,83 Social Services,Not tort,1992-11-10,confirmed,no 363 sale,126.0,DE,AL MD,Montgomery,Filed at headquarters,debtors,prenegotiated,20500.0,Company emerged,"emerged 5 years, did not refile",AL Montgomery,1993-03-16,c $500 million but less than $1billion,"b 10,000 but less than 30,000",753980514.0,893.0,Chapter 11,Alston Bird
625,"KIT digital, Inc.",I: Services,89 Miscellaneous Services,Not tort,2013-04-25,confirmed,no 363 sale,104.0,DE,NY SD,New York,Filed at headquarters,debtors,prenegotiated,1450.0,Company emerged,"emerged 5 years, did not refile",NY New York,2013-08-07,c $500 million but less than $1billion,"c 1,000 but less than 10,000",240760147.0,562.0,Chapter 11,Bracewell Giuliani
626,"Kitty Hawk, Inc.","E: Transportation, Communications, Electric, Gas",45 Transportation By Air,Not tort,2000-05-01,confirmed,no 363 sale,826.0,DE,TX ND,Fort Worth,Filed at headquarters,debtors,free fall,3500.0,Company emerged,"emerged 5 years, did not refile",TX Fort Worth,2002-08-05,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1085941166.0,1493.0,Chapter 11,Haynes Boone
627,Kmart Corp.,G: Retail Trade,53 General Merchandise Stores,Not tort,2002-01-22,confirmed,no 363 sale,455.0,MI,IL ND,Chicago,Forum Shop,debtors,free fall,252000.0,Company emerged,"emerged 5 years, did not refile",MI Detroit,2003-04-22,a $10 billion and over,"a 30,000 and over",54459803907.0,21517.0,Chapter 11,Skadden Arps
628,Koger Properties Inc.,"H: Finance, Insurance, And Real Estate",65 Real Estate,Not tort,1991-09-25,confirmed,no 363 sale,805.0,FL,FL MD,Tampa,Forum Shop,debtors,free fall,267.0,Company emerged,"emerged 5 years, did not refile",FL Jacksonville,1993-12-08,b $1 billion but less than $10 billion,"d 200 but less than 1,000",391931735.0,1204.0,Chapter 11,Willkie Farr
629,"Koll Real Estate Group, Inc.",C: Construction,15 Building Construction General Contractors And Operative Builders,Not tort,1997-07-14,confirmed,no 363 sale,36.0,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,125.0,Company emerged,"emerged 5 years, did not refile",CA Santa Ana,1997-08-19,d Less than $500 million,e Less than 200,72705515.0,442.0,Chapter 11,McDermott Will
630,"Komag, Inc.",D: Manufacturing,36 Electronic And Other Electrical Equipment And Components,Not tort,2001-08-24,confirmed,no 363 sale,258.0,DE,CA ND,San Jose,Filed at headquarters,debtors,prenegotiated,5334.0,Company emerged,"emerged 5 years, did not refile",CA San Jose,2002-05-09,c $500 million but less than $1billion,"c 1,000 but less than 10,000",526029811.0,929.0,Chapter 11,Hennigan Bennett
631,Laclede Steel Company (1998),D: Manufacturing,33 Primary Metal Industries,Not tort,1998-11-30,confirmed,no 363 sale,746.0,DE,MO ED,St. Louis,Filed at headquarters,debtors,free fall,1475.0,Company emerged,"emerged 5 years, refiled",MO St. Louis,2000-12-15,d Less than $500 million,"c 1,000 but less than 10,000",516183232.0,498.0,Chapter 11,Bryan Cave
632,Ladish Co. Inc.,D: Manufacturing,"34 Fabricated Metal Products, Except Machinery and Transportation Equipment",Not tort,1993-02-19,confirmed,no 363 sale,56.0,WI,WI ED,Milwaukee,Filed at headquarters,debtors,prepackaged,2700.0,Company emerged,"emerged 5 years, did not refile",WI Milwaukee,1993-04-16,d Less than $500 million,"c 1,000 but less than 10,000",358584053.0,462.0,Chapter 11,Foley Lardner
633,"LandAmerica Financial Group, Inc.","H: Finance, Insurance, And Real Estate",63 Insurance Carriers,Not tort,2008-11-26,confirmed,no 363 sale,362.0,VA,VA ED,Richmond,Filed at headquarters,debtors,free fall,11050.0,company did not emerge,not emerged 5 years,VA Richmond,2009-11-23,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",4544560024.0,4726.0,Chapter 11,McGuireWoods
634,Laroche Industries Inc.,F: Wholesale Trade,51 Wholesale Trade-non-durable Goods,Not tort,2000-05-03,confirmed,no 363 sale,477.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,915.0,Company emerged,"emerged 5 years, did not refile",GA Atlanta,2001-08-23,c $500 million but less than $1billion,"d 200 but less than 1,000",592331545.0,592.0,Chapter 11,Young Conaway
635,"Lason, Inc.",I: Services,"87 Engineering, Accounting, Research, Management, and Related Services",Not tort,2001-12-05,confirmed,no 363 sale,163.0,DE,DE,Wilmington,Forum Shop,debtors,prenegotiated,10300.0,Company emerged,"emerged 5 years, did not refile",MI Detroit,2002-05-17,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",707569440.0,1232.0,Chapter 11,Mayer Brown
636,"Lazy Days R.V. Center, Inc.",G: Retail Trade,55 Automotive Dealers and Gasoline Service Stations,Not tort,2009-11-05,confirmed,no 363 sale,33.0,FL,DE,Wilmington,Forum Shop,debtors,prepackaged,680.0,Company emerged,"emerged 5 years, did not refile",FL Tampa,2009-12-08,d Less than $500 million,"d 200 but less than 1,000",937260630.0,411.0,Chapter 11,Kirkland Ellis
637,Leap Wireless International Inc.,"E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2003-04-13,confirmed,no 363 sale,192.0,DE,CA SD,San Diego,Filed at headquarters,debtors,prenegotiated,1439.0,Company emerged,"emerged 5 years, did not refile",CA San Diego,2003-10-22,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",876478004.0,3066.0,Chapter 11,Latham Watkins
