index,Debtor Name,Industry Division,Industry Group,Cause,Date Filed,Disposition,363sale,Duration,Inc. State,District Filed,City Filed,Forum Shopping,Filing Party,Plan Type,Employees,Business Survival,Refiled,Headquarters City,Date Disposed,Asset Size,Employee Size,Annual Sales,Assets (millions),Chapter at Filing,Debtor's Attorney
1114,Ultra Petroleum Corp. (2020),B: Mining,13 Oil And Gas Extraction,Not tort,2020-05-14,confirmed,no 363 sale,100.0,Canada,TX SD,Houston,Forum Shop,debtors,prepackaged,151.0,Company emerged,not emerged 5 years,CO Denver,2020-08-22,b $1 billion but less than $10 billion,e Less than 200,753839962.0,1844.0,Chapter 11,Kirkland Ellis
1115,Unicapital Corporation,"H: Finance, Insurance, And Real Estate",61 Non-depository Credit Institutions,Not tort,2000-12-11,confirmed,no 363 sale,394.0,DE,NY SD,New York,Forum Shop,debtors,free fall,753.0,company did not emerge,not emerged 5 years,FL Miami,2002-01-09,b $1 billion but less than $10 billion,"d 200 but less than 1,000",1291522905.0,5995.0,Chapter 11,Dewey LeBoeuf
1116,Union Acceptance Corporation,"H: Finance, Insurance, And Real Estate",61 Non-depository Credit Institutions,Not tort,2002-10-31,confirmed,no 363 sale,281.0,IN,IN SD,Indianapolis,Filed at headquarters,debtors,free fall,623.0,Company emerged,"emerged 5 years, did not refile",IN Indianapolis,2003-08-08,c $500 million but less than $1billion,"d 200 but less than 1,000",29527091.0,628.0,Chapter 11,Barnes Thornburg
1117,Unit Corporation,B: Mining,13 Oil And Gas Extraction,Not tort,2020-05-22,confirmed,no 363 sale,76.0,DE,TX SD,Houston,Forum Shop,debtors,prenegotiated,1054.0,Company emerged,not emerged 5 years,OK Tulsa,2020-08-06,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",685369457.0,2123.0,Chapter 11,Vinson Elkins
1118,United Artists Theatre Company,I: Services,78 Motion Pictures,Not tort,2000-09-05,confirmed,no 363 sale,139.0,DE,DE,Wilmington,Forum Shop,debtors,prenegotiated,9000.0,Company emerged,"emerged 5 years, did not refile",CO Denver,2001-01-22,c $500 million but less than $1billion,"c 1,000 but less than 10,000",946823740.0,801.0,Chapter 11,Kirkland Ellis
1119,"United Australia-Pacific, Inc.","E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2002-03-29,confirmed,no 363 sale,354.0,CO,CO,Denver,Filed at headquarters,creditors,free fall,1707.0,not classified,not classified,CO Denver,2003-03-18,c $500 million but less than $1billion,"c 1,000 but less than 10,000",257851779.0,873.0,Chapter 11,Latham Watkins
1120,United Companies Financial Corporation,"H: Finance, Insurance, And Real Estate",61 Non-depository Credit Institutions,Not tort,1999-03-01,confirmed,no 363 sale,610.0,LA,DE,Wilmington,Forum Shop,debtors,free fall,3200.0,company did not emerge,not emerged 5 years,LA Baton Rouge,2000-10-31,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",696175964.0,2111.0,Chapter 11,Weil Gotshal
1121,United Merchants & Manufacturers Inc.,D: Manufacturing,22 Textile Mill Products,Not tort,1990-11-02,confirmed,no 363 sale,286.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,3700.0,Company emerged,"emerged 5 years, refiled",NY New York,1991-08-15,d Less than $500 million,"c 1,000 but less than 10,000",681889005.0,437.0,Chapter 11,Skadden Arps
1122,"United Western Bancorp, Inc.","H: Finance, Insurance, And Real Estate",60 Depository Institutions,Not tort,2012-03-02,converted,no 363 sale,409.0,CO,CO,Denver,Filed at headquarters,debtors,free fall,224.0,company did not emerge,not emerged 5 years,CO Denver,2013-04-15,b $1 billion but less than $10 billion,"d 200 but less than 1,000",115260926.0,2868.0,Chapter 11,Sender Wasserman
1123,UNR Industries Inc.,D: Manufacturing,33 Primary Metal Industries,Asbestos,1982-07-29,confirmed,no 363 sale,2500.0,DE,IL ND,Chicago,Filed at headquarters,debtors,free fall,3600.0,Company emerged,"emerged 5 years, did not refile",IL Chicago,1989-06-02,c $500 million but less than $1billion,"c 1,000 but less than 10,000",779466572.0,621.0,Chapter 11,Schwartz Cooper
1124,"UPC Polska, Inc.","E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2003-07-07,confirmed,no 363 sale,199.0,DE,NY SD,New York,Forum Shop,debtors,prenegotiated,927.0,Company emerged,"emerged 5 years, did not refile",CO Denver,2004-01-22,d Less than $500 million,"d 200 but less than 1,000",112850821.0,352.0,Chapter 11,Baker McKenzie
1125,"US Airways Group, Inc. (2002)","E: Transportation, Communications, Electric, Gas",45 Transportation By Air,Not tort,2002-08-11,confirmed,no 363 sale,219.0,DE,VA ED,Alexandria,Filed at headquarters,debtors,free fall,40900.0,Company emerged,"emerged 5 years, refiled",VA Alexandria,2003-03-18,a $10 billion and over,"a 30,000 and over",11946920376.0,11568.0,Chapter 11,Skadden Arps
1126,"US Airways Group, Inc. (2004)","E: Transportation, Communications, Electric, Gas",45 Transportation By Air,Not tort,2004-09-12,confirmed,no 363 sale,369.0,DE,VA ED,Alexandria,Filed at headquarters,debtors,free fall,31700.0,company did not emerge,not emerged 5 years,VA Alexandria,2005-09-16,a $10 billion and over,"a 30,000 and over",7286139484.0,11734.0,Chapter 11,Arnold Porter
1127,USEC Inc.,B: Mining,"14 Mining and Quarrying of Nonmetallic Minerals, Except Fuels",Not tort,2014-03-05,confirmed,no 363 sale,184.0,DE,DE,Wilmington,Forum Shop,debtors,prenegotiated,1432.0,Company emerged,"emerged 5 years, did not refile",MD Greenbelt,2014-09-05,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1441302768.0,1880.0,Chapter 11,Latham Watkins
1128,USG Corp. (1993),D: Manufacturing,"32 Stone, Clay, Glass, And Concrete Products",Not tort,1993-03-17,confirmed,no 363 sale,37.0,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,11850.0,Company emerged,"emerged 5 years, did not refile",IL Chicago,1993-04-23,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",3475405181.0,3009.0,Chapter 11,Jones Day
1129,USG Corp. (2001),D: Manufacturing,"32 Stone, Clay, Glass, And Concrete Products",Asbestos,2001-06-25,confirmed,no 363 sale,1816.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,14900.0,Company emerged,"emerged 5 years, did not refile",IL Chicago,2006-06-15,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",5268013483.0,4703.0,Chapter 11,Jones Day
1130,"USInterNetworking, Inc.",I: Services,73 Business Services,Not tort,2002-01-07,confirmed,no 363 sale,121.0,DE,MD,Baltimore,Filed at headquarters,debtors,prenegotiated,1134.0,Company emerged,"emerged 5 years, did not refile",MD Baltimore,2002-05-08,c $500 million but less than $1billion,"c 1,000 but less than 10,000",161785093.0,616.0,Chapter 11,Willkie Farr
1131,Valaris plc,B: Mining,13 Oil And Gas Extraction,Not tort,2020-08-19,pending,case pending,,England and Wales,TX SD,Houston,Forum Shop,debtors,prenegotiated,5800.0,case pending,not emerged 5 years,Outside United States,,a $10 billion and over,"c 1,000 but less than 10,000",2057592074.0,16967.0,Chapter 11,Kirkland Ellis
1132,Valley Media Inc.,F: Wholesale Trade,50 Wholesale Trade-durable Goods,Not tort,2001-11-20,confirmed,no 363 sale,1263.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,1600.0,company did not emerge,not emerged 5 years,CA Sacramento,2005-05-06,c $500 million but less than $1billion,"c 1,000 but less than 10,000",1180117541.0,560.0,Chapter 11,Morrison Foerster
1133,Value Merchants Inc.,G: Retail Trade,59 Miscellaneous Retail,Not tort,1993-12-13,confirmed,no 363 sale,549.0,WI,WI ED,Milwaukee,Filed at headquarters,debtors,free fall,4800.0,Company emerged,"emerged 5 years, refiled",WI Milwaukee,1995-06-15,d Less than $500 million,"c 1,000 but less than 10,000",649391338.0,369.0,Chapter 11,Solochek Weber
1134,"Vanguard Natural Resources, LLC",B: Mining,13 Oil And Gas Extraction,Not tort,2017-02-01,confirmed,no 363 sale,167.0,DE,TX SD,Houston,Filed at headquarters,debtors,free fall,357.0,Company emerged,not emerged 5 years,TX Houston,2017-07-18,b $1 billion but less than $10 billion,"d 200 but less than 1,000",368474215.0,1400.0,Chapter 11,Paul Hastings
1135,Velocita Corp.,"E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2002-05-30,confirmed,363 sale,417.0,DE,NJ,Newark,Forum Shop,debtors,free fall,240.0,company did not emerge,not emerged 5 years,VA Alexandria,2003-07-21,c $500 million but less than $1billion,"d 200 but less than 1,000",26500839.0,712.0,Chapter 11,Weil Gotshal
1136,"Vencor, Inc.",I: Services,80 Health Services,Not tort,1999-09-13,confirmed,no 363 sale,553.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,57900.0,Company emerged,"emerged 5 years, did not refile",KY Louisville,2001-03-19,b $1 billion but less than $10 billion,"a 30,000 and over",4653686815.0,2665.0,Chapter 11,Cleary Gottlieb
1137,"Venoco, Inc. (Denver Parent Corp.)",B: Mining,13 Oil And Gas Extraction,Not tort,2016-03-18,confirmed,no 363 sale,118.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,162.0,Company emerged,not emerged 5 years,CO Denver,2016-07-14,d Less than $500 million,e Less than 200,66416867.0,323.0,Chapter 11,Bracewell
1138,Venture Holdings Co LLC,D: Manufacturing,37 Transportation Equipment,Not tort,2003-03-28,converted,363 sale,1026.0,MI,MI ED,Detroit,Filed at headquarters,debtors,free fall,12980.0,Company emerged,"emerged 5 years, refiled",MI Detroit,2006-01-17,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",2633021650.0,2002.0,Chapter 11,Dykema Gossett
1139,"Venture Stores, Inc",G: Retail Trade,53 General Merchandise Stores,Not tort,1998-01-20,confirmed,363 sale,307.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,12600.0,company did not emerge,not emerged 5 years,MO St. Louis,1998-11-23,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",2394811818.0,1108.0,Chapter 11,Pepper Hamilton
1140,"Verado Holdings, Inc.","E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2002-02-15,confirmed,no 363 sale,96.0,DE,DE,Wilmington,Forum Shop,debtors,prenegotiated,720.0,company did not emerge,not emerged 5 years,CO Denver,2002-05-22,d Less than $500 million,"d 200 but less than 1,000",11996747.0,404.0,Chapter 11,Weil Gotshal
1141,VeraSun Energy Corporation,D: Manufacturing,28 Chemicals and Allied Products,Not tort,2008-10-31,confirmed,363 sale,357.0,SD,DE,Wilmington,Forum Shop,debtors,free fall,496.0,company did not emerge,not emerged 5 years,SD Sioux Falls,2009-10-23,b $1 billion but less than $10 billion,"d 200 but less than 1,000",1015351944.0,2241.0,Chapter 11,Skadden Arps
1142,Verso Corporation,D: Manufacturing,26 Paper and Allied Products,Not tort,2016-01-26,confirmed,no 363 sale,149.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,5200.0,Company emerged,not emerged 5 years,TN Memphis,2016-06-23,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",3432439464.0,2979.0,Chapter 11,O'Melveny Myers
1143,"Vertis, Inc. (2008)",I: Services,73 Business Services,Not tort,2008-07-15,confirmed,no 363 sale,42.0,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,5800.0,Company emerged,"emerged 5 years, did not refile",MD Baltimore,2008-08-26,c $500 million but less than $1billion,"c 1,000 but less than 10,000",1616305105.0,625.0,Chapter 11,Weil Gotshal
1144,"Vertis, Inc. (2010)",I: Services,73 Business Services,Not tort,2010-11-17,confirmed,no 363 sale,29.0,DE,NY SD,New York,Forum Shop,debtors,prepackaged,5800.0,Company emerged,"emerged 5 years, refiled",MD Baltimore,2010-12-16,c $500 million but less than $1billion,"c 1,000 but less than 10,000",1625147384.0,629.0,Chapter 11,Skadden Arps
1145,Vesta Insurance Group Inc.,"H: Finance, Insurance, And Real Estate",63 Insurance Carriers,Not tort,2006-07-18,confirmed,no 363 sale,157.0,DE,AL ND,Birmingham,Filed at headquarters,creditors,free fall,415.0,company did not emerge,not emerged 5 years,AL Birmingham,2006-12-22,b $1 billion but less than $10 billion,"d 200 but less than 1,000",604203682.0,2258.0,Chapter 11,Parker Hudson
1146,Vestron Inc.,I: Services,78 Motion Pictures,Not tort,1990-11-01,confirmed,no 363 sale,244.0,DE,NY SD,New York,Forum Shop,debtors,prenegotiated,550.0,company did not emerge,not emerged 5 years,CT Bridgeport,1991-07-03,d Less than $500 million,"d 200 but less than 1,000",459804746.0,418.0,Chapter 11,Proskauer Rose
1147,ViaSystems Group Inc.,D: Manufacturing,36 Electronic And Other Electrical Equipment And Components,Not tort,2002-10-01,confirmed,no 363 sale,105.0,DE,NY SD,New York,Forum Shop,debtors,prepackaged,18800.0,Company emerged,"emerged 5 years, did not refile",MO St. Louis,2003-01-14,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",1733432201.0,1419.0,Chapter 11,Weil Gotshal
1148,Viatel Inc.,"E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2001-05-02,confirmed,no 363 sale,384.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,2058.0,Company emerged,"emerged 5 years, did not refile",NY New York,2002-05-21,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1098553859.0,3159.0,Chapter 11,Skadden Arps
1149,"ViCorp Restaurants, Inc.",G: Retail Trade,58 Eating and Drinking Places,Not tort,2008-04-03,dismissed,363 sale,659.0,CO,DE,Wilmington,Forum Shop,debtors,free fall,12789.0,Company emerged,"emerged 5 years, did not refile",CO Denver,2010-01-22,d Less than $500 million,"b 10,000 but less than 30,000",568106221.0,481.0,Chapter 11,Reed Smith
1150,Vineyard National Bancorp,"H: Finance, Insurance, And Real Estate",60 Depository Institutions,Not tort,2009-07-21,confirmed,no 363 sale,401.0,CA,CA CD,Riverside,Forum Shop,debtors,free fall,327.0,company did not emerge,not emerged 5 years,CA Santa Ana,2010-08-26,b $1 billion but less than $10 billion,"d 200 but less than 1,000",234612826.0,3003.0,Chapter 11,Landau Gottfried
1151,"Vista Eyecare, Inc.",G: Retail Trade,59 Miscellaneous Retail,Not tort,2000-04-05,confirmed,no 363 sale,408.0,GA,GA ND,Atlanta,Filed at headquarters,debtors,free fall,3431.0,Company emerged,"emerged 5 years, did not refile",GA Atlanta,2001-05-18,d Less than $500 million,"c 1,000 but less than 10,000",500351851.0,335.0,Chapter 11,Kilpatrick Townsend
1152,Visteon Corporation,D: Manufacturing,37 Transportation Equipment,Not tort,2009-05-28,confirmed,no 363 sale,460.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,33500.0,Company emerged,"emerged 5 years, did not refile",MI Detroit,2010-08-31,b $1 billion but less than $10 billion,"a 30,000 and over",11622084413.0,6391.0,Chapter 11,Kirkland Ellis
1153,"Vlasic Foods International, Inc.",D: Manufacturing,20 Food and Kindred Products,Not tort,2001-01-29,confirmed,363 sale,291.0,NJ,DE,Wilmington,Forum Shop,debtors,free fall,3455.0,Company emerged,"emerged 5 years, did not refile",NJ Camden,2001-11-16,c $500 million but less than $1billion,"c 1,000 but less than 10,000",1341142098.0,866.0,Chapter 11,Skadden Arps
1154,W.R. Grace & Company,D: Manufacturing,28 Chemicals and Allied Products,Asbestos,2001-04-02,confirmed,no 363 sale,3955.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,6300.0,Company emerged,"emerged 5 years, did not refile",MD Baltimore,2012-01-30,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",2352069913.0,3806.0,Chapter 11,Kirkland Ellis
1155,"Walter Energy, Inc.",B: Mining,12 Coal Mining,Not tort,2015-07-15,converted,363 sale,587.0,DE,AL ND,Birmingham,Filed at headquarters,debtors,prenegotiated,2680.0,company did not emerge,not emerged 5 years,AL Birmingham,2017-02-21,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1536017756.0,5879.0,Chapter 11,Paul Weiss
1156,Walter Investment Management Corp.,"H: Finance, Insurance, And Real Estate",61 Non-depository Credit Institutions,Not tort,2017-11-30,confirmed,no 363 sale,49.0,MD,NY SD,New York,Forum Shop,debtors,prepackaged,4900.0,Company emerged,not emerged 5 years,PA Philadelphia,2018-01-18,a $10 billion and over,"c 1,000 but less than 10,000",1051442986.0,17697.0,Chapter 11,Weil Gotshal
1157,Wang Laboratories Inc.,D: Manufacturing,35 Industrial and Commercial Machinery and Computer Equipment,Not tort,1992-08-18,confirmed,no 363 sale,399.0,MA,MA,Boston,Filed at headquarters,debtors,free fall,12900.0,Company emerged,"emerged 5 years, did not refile",MA Boston,1993-09-21,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",3505399566.0,1970.0,Chapter 11,Skadden Arps
1158,Warnaco Group Inc.,D: Manufacturing,23 Apparel And Other Finished Products Made From Fabrics And Similar Materi,Not tort,2001-06-11,confirmed,no 363 sale,584.0,DE,NY SD,New York,Filed at headquarters,debtors,free fall,21440.0,Company emerged,"emerged 5 years, did not refile",NY New York,2003-01-16,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",3292362093.0,3429.0,Chapter 11,Sidley Austin
1159,"Washington Group International, Inc.",I: Services,"87 Engineering, Accounting, Research, Management, and Related Services",Fraud,2001-05-14,confirmed,no 363 sale,221.0,DE,NV,Reno,Forum Shop,debtors,prenegotiated,34000.0,Company emerged,"emerged 5 years, did not refile",ID Boise,2001-12-21,b $1 billion but less than $10 billion,"a 30,000 and over",3295135352.0,3893.0,Chapter 11,Skadden Arps
1160,"Washington Mutual, Inc.","H: Finance, Insurance, And Real Estate",60 Depository Institutions,Not tort,2008-09-26,confirmed,no 363 sale,1245.0,WA,DE,Wilmington,Forum Shop,debtors,free fall,49403.0,company did not emerge,not emerged 5 years,WA Seattle,2012-02-23,a $10 billion and over,"a 30,000 and over",9734441947.0,390369.0,Chapter 11,Weil Gotshal
1161,"Waste Systems International, Inc.","E: Transportation, Communications, Electric, Gas","49 Electric, Gas, And Sanitary Services",Not tort,2001-01-11,confirmed,no 363 sale,522.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,520.0,Company emerged,"emerged 5 years, did not refile",MA Boston,2002-06-17,d Less than $500 million,"d 200 but less than 1,000",81816505.0,379.0,Chapter 11,Cohn Kelakos
1162,"WCI Communities, Inc.",C: Construction,15 Building Construction General Contractors And Operative Builders,Not tort,2008-08-04,confirmed,no 363 sale,387.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,2300.0,Company emerged,"emerged 5 years, did not refile",FL Fort Myers,2009-08-26,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1113197637.0,3437.0,Chapter 11,White Case
